DarkRed
Red
Firebrick
Crimson
IndianRed
LightCoral
Salmon
DarkSalmon
LightSalmon
OrangeRed
Tomato
DarkOrange
Coral
Orange
DarkKhaki
Gold
Khaki
PeachPuff
Yellow
PaleGoldenrod
Moccasin
PapayaWhip
LightGoldenrodYellow
LemonChiffon
LightYellow
Maroon
Brown
SaddleBrown
Sienna
Chocolate
DarkGoldenrod
Peru
RosyBrown
Goldenrod
SandyBrown
Tan
Burlywood
Wheat
NavajoWhite
Bisque
BlanchedAlmond
Cornsilk
MediumVioletRed
DeepPink
PaleVioletRed
HotPink
LightPink
Pink
DarkRed
Red
Firebrick
Crimson
IndianRed
LightCoral
Salmon
DarkSalmon
LightSalmon
OrangeRed
Tomato
DarkOrange
Coral
Orange
DarkKhaki
Gold
Khaki
PeachPuff
Yellow
PaleGoldenrod
Moccasin
PapayaWhip
LightGoldenrodYellow
LemonChiffon
LightYellow
Maroon
Brown
SaddleBrown
Sienna
Chocolate
DarkGoldenrod
Peru
RosyBrown
Goldenrod
SandyBrown
Tan
Burlywood
Wheat
NavajoWhite
Bisque
BlanchedAlmond
Cornsilk
Indigo
Purple
DarkMagenta
DarkViolet
DarkSlateBlue
BlueViolet
DarkOrchid
Fuchsia
Magenta
SlateBlue
MediumSlateBlue
MediumOrchid
MediumPurple
Orchid
Violet
Plum
Thistle
Lavender
MistyRose
AntiqueWhite
Linen
Beige
WhiteSmoke
LavenderBlush
OldLace
AliceBlue
Seashell
GhostWhite
Honeydew
FloralWhite
Azure
MintCream
Snow
Ivory
White
Black
DarkSlateGray
DimGray
SlateGray
Gray
LightSlateGray
DarkGray
Silver
LightGray
Gainsboro
